timestamp,src_ip,dst_port,decision
2025-07-01 14:23:41.492722,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.516349,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.541583,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.557513,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.584740,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.602327,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.631417,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.656483,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.674682,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.692953,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.717141,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.731298,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.756595,192.168.181.201,443,ALLOWED
2025-07-01 14:23:41.876792,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:41.956694,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:41.981429,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:41.993530,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:42.024587,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:42.057541,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:42.082129,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:42.116046,192.168.181.201,443,ALLOWED
2025-07-01 14:23:42.431467,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:42.490278,192.168.181.201,443,ALLOWED
2025-07-01 14:23:43.890573,192.168.181.201,443,ALLOWED
2025-07-01 14:23:43.916587,192.168.181.201,443,ALLOWED
2025-07-01 14:23:43.938962,192.168.181.201,443,ALLOWED
2025-07-01 14:23:43.957939,192.168.181.201,443,ALLOWED
2025-07-01 14:23:43.985412,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.009940,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.032627,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.055739,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.080309,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.098070,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.121657,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.138543,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.165740,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.189843,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.206512,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.231425,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.249332,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.273257,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.289884,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.322400,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.342454,192.168.181.201,443,ALLOWED
2025-07-01 14:23:44.364915,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.373280,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.399671,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.415350,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.477511,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.507349,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.523809,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.540815,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.574313,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.601006,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.623793,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:44.641272,192.168.181.201,443,ALLOWED
2025-07-01 14:23:45.134171,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.006702,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.031298,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.061362,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.080851,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.097707,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.115319,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.131045,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.142679,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.171988,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.188958,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.209361,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.225646,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.247592,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.265046,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.281041,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.300287,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.325454,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.348095,192.168.181.201,443,ALLOWED
2025-07-01 14:23:46.374765,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.399197,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.470269,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.491135,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.542724,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.556530,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.580147,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.592152,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.618974,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.659284,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.689907,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.713376,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.747124,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:46.791179,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.125944,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.164708,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.185357,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.211718,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.226935,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.240368,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.261524,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.273139,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.291147,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.309050,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.328362,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.338341,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.357974,192.168.181.201,443,ALLOWED
2025-07-01 14:23:48.506529,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:48.539814,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:48.563261,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:48.607213,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:48.639772,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:48.683134,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:48.706827,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:48.739922,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.224547,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.242361,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.267094,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.294111,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.306533,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.326099,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.339856,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.362114,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.381390,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.396655,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.417152,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.434157,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.467820,192.168.181.201,443,ALLOWED
2025-07-01 14:23:50.607159,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:50.664523,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:50.710756,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:50.728565,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:50.762878,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:50.794038,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:50.806513,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:50.859361,192.168.181.201,443,ALLOWED
2025-07-01 14:23:51.209356,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:51.248392,192.168.181.201,443,ALLOWED
2025-07-01 14:23:51.847356,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.344463,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.377566,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.400401,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.425574,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.442362,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.465274,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.490510,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.511711,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.525344,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.542006,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.562134,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.576764,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.593236,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.608583,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.627720,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.643749,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.659099,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.678664,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.694744,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.708062,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.725909,192.168.181.201,443,ALLOWED
2025-07-01 14:23:52.742724,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.756468,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.777008,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.809974,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.827353,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.843127,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.860408,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.875136,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.888493,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.904993,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:52.925252,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:53.023836,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:53.078026,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:53.109754,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.493130,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.513116,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.531522,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.543297,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.592939,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.607646,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.612482,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.642664,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.659245,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.676656,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.695066,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.714656,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.725031,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.742350,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.742350,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.763346,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.780267,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.809361,192.168.181.201,443,ALLOWED
2025-07-01 14:23:54.847202,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:54.873522,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:54.892855,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:54.915307,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:54.927412,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:55.010748,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:55.023968,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:55.052954,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:55.074528,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:55.090679,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:55.124373,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:55.150111,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.607317,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.676746,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.696575,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.710595,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.745030,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.764615,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.774020,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.791293,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.816069,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.839794,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.866846,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.881907,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.914859,192.168.181.201,443,ALLOWED
2025-07-01 14:23:56.989885,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:57.045048,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:57.076121,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:57.108350,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:57.148777,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:57.189743,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:57.223620,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:57.241300,192.168.181.201,443,ALLOWED
2025-07-01 14:23:57.624295,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:58.747331,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.777167,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.795388,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.817015,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.825936,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.855390,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.870012,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.894516,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.912228,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.930169,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.943371,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.965664,192.168.181.201,443,ALLOWED
2025-07-01 14:23:58.984510,192.168.181.201,443,ALLOWED
2025-07-01 14:23:59.000207,192.168.181.201,443,ALLOWED
2025-07-01 14:23:59.016240,192.168.181.201,443,ALLOWED
2025-07-01 14:23:59.042260,192.168.181.201,443,ALLOWED
2025-07-01 14:23:59.065391,192.168.181.201,443,ALLOWED
2025-07-01 14:23:59.081575,192.168.181.201,443,ALLOWED
2025-07-01 14:23:59.092702,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.192124,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.218787,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.250306,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.275989,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.309680,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.325981,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.359977,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.373641,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.399265,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.415724,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.431978,192.168.181.201,443,ALLOWED
2025-07-01 14:23:59.847253,13.89.179.8,55118,BLOCKED
2025-07-01 14:23:59.924217,192.168.181.201,443,ALLOWED
2025-07-01 14:24:00.219508,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:00.245657,192.168.181.201,443,ALLOWED
2025-07-01 14:24:00.874918,192.168.181.201,443,ALLOWED
2025-07-01 14:24:00.910562,192.168.181.201,443,ALLOWED
2025-07-01 14:24:00.933527,192.168.181.201,443,ALLOWED
2025-07-01 14:24:00.981948,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.003629,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.026951,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.043268,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.047775,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.073630,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.093056,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.114643,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.129366,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.143187,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.165540,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.179374,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.203428,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.225004,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.247677,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.258773,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.263872,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.292929,192.168.181.201,443,ALLOWED
2025-07-01 14:24:01.543526,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:01.566238,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:01.591869,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:01.608221,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:01.626235,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:01.641976,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:01.658384,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:01.678956,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:01.698359,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:01.714897,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:01.763225,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.011541,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.044489,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.078761,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.100403,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.130689,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.152789,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.173743,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.193123,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.209810,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.224607,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.247378,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.261703,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.285702,192.168.181.201,443,ALLOWED
2025-07-01 14:24:03.406412,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:03.426661,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:03.443973,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:03.454311,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:03.516825,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:03.547605,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:03.565103,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:03.581591,192.168.181.201,443,ALLOWED
2025-07-01 14:24:04.017024,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:05.157947,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.187011,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.217049,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.241948,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.243509,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.271199,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.293348,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.298531,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.314645,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.339151,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.355043,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.375006,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.395980,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.395980,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.424957,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.431466,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.448089,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.465405,192.168.181.201,443,ALLOWED
2025-07-01 14:24:05.589660,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:05.637356,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:05.674461,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:05.684495,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:05.701373,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:05.762083,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:05.809451,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:05.831447,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:05.853267,13.89.179.8,55118,BLOCKED
2025-07-01 14:24:07.296322,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.358633,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.390375,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.413224,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.458966,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.480674,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.514696,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.534023,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.559111,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.581318,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.609385,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.626654,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.639874,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.659462,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.675117,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.697519,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.722392,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.751270,192.168.181.201,443,ALLOWED
2025-07-01 14:24:07.775192,192.168.181.201,443,ALLOWED
